Player,Pos,Team,Rank,Fan Pts,Cur Team,Owner,Draft Team,Draft Owner,Rd,Pick,ADP,% Draft,GP,G,A,P,PIM,SOG,HIT,BLK,W,SV,SV%,GA,SO,% Own,Fan Pts/GP,ID
Nathan MacKinnon,C,COL,1,303.20,Kiril’s KaprizHog,Eric,Kiril’s KaprizHog,Eric,1,1,2.4,1.0,44,36,42,78,16,205,38,25,,,,,,100.0,6.89,465.p.5980
Connor McDavid,C,EDM,2,273.60,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,1,2,1.4,1.0,45,30,48,78,16,171,20,18,,,,,,100.0,6.08,465.p.6743
Macklin Celebrini,C,SJ,3,250.60,Pond Hockey Stars,PIERRE,Pond Hockey Stars,PIERRE,2,18,43.8,1.0,44,24,46,70,28,147,26,26,,,,,,100.0,5.70,465.p.32763
Mikko Rantanen,"LW,RW",DAL,4,223.25,Bangers and Mash,conor,Bangers and Mash,conor,1,7,10.5,1.0,44,18,43,61,77,107,32,21,,,,,,100.0,5.07,465.p.6752
Jason Robertson,"LW,RW",DAL,5,221.40,Bangers and Mash,conor,Bangers and Mash,conor,3,35,31.7,1.0,45,26,28,54,12,167,26,18,,,,,,100.0,4.92,465.p.7554
Matt Boldy,"LW,RW",MIN,6,218.00,Powerplay Papi,Cooper,Powerplay Papi,Cooper,3,36,33.0,1.0,46,27,23,50,20,152,31,32,,,,,,100.0,4.74,465.p.8290
David Pastrnak,RW,BOS,7,217.80,Sure Would,Johnathan,Sure Would,Johnathan,1,6,8.2,1.0,40,19,36,55,32,139,47,16,,,,,,100.0,5.45,465.p.6391
Leon Draisaitl,"C,LW",EDM,8,217.60,The Leon King,cam,The Leon King,cam,1,3,3.0,1.0,45,23,40,63,20,128,20,11,,,,,,100.0,4.84,465.p.6369
Kirill Kaprizov,LW,MIN,9,214.90,Cooley as a Cucumber,Ryan,Cooley as a Cucumber,Ryan,1,10,7.3,1.0,46,25,27,52,14,165,23,18,,,,,,100.0,4.67,465.p.6877
Nikita Kucherov,RW,TB,10,213.70,Ross' Rink Rats,Ross,Ross' Rink Rats,Ross,1,5,4.5,1.0,39,22,43,65,18,114,15,14,,,,,,100.0,5.48,465.p.5425
Tom Wilson,RW,WSH,11,213.15,Pond Hockey Stars,PIERRE,Pond Hockey Stars,PIERRE,4,46,93.0,1.0,41,22,20,42,59,97,110,24,,,,,,93.0,5.20,465.p.5696
Cale Makar,D,COL,12,205.50,Cale of Two Cities,Jared,Cale of Two Cities,Jared,1,4,5.2,1.0,44,13,38,51,18,119,21,75,,,,,,100.0,4.67,465.p.7519
Kiefer Sherwood,"LW,RW",VAN,13,204.50,Sure Would,Johnathan,Sure Would,Johnathan,6,79,107.8,0.9,44,17,6,23,22,109,210,21,,,,,,56.0,4.65,465.p.7854
Tim Stutzle,"C,LW",OTT,14,201.45,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,4,45,42.2,1.0,44,19,26,45,29,106,77,30,,,,,,99.0,4.58,465.p.8643
Martin Necas,RW,COL,15,199.60,Ross' Rink Rats,Ross,Ross' Rink Rats,Ross,5,61,46.7,1.0,44,20,35,55,24,100,46,13,,,,,,99.0,4.54,465.p.7527
Tage Thompson,"C,RW",BUF,16,198.15,DubJ,John,DubJ,John,3,42,37.1,1.0,43,22,19,41,23,149,47,25,,,,,,98.0,4.61,465.p.7134
Zach Werenski,D,CBJ,17,197.90,DubJ,John,DubJ,John,1,14,20.3,1.0,40,16,30,46,6,147,18,56,,,,,,100.0,4.95,465.p.6750
Alex DeBrincat,"LW,RW",DET,18,196.70,Cale of Two Cities,Jared,Cale of Two Cities,Jared,6,81,69.1,1.0,46,23,23,46,10,157,22,19,,,,,,97.0,4.28,465.p.7147
Sidney Crosby,C,PIT,19,193.50,DubJ,John,Sure Would,Johnathan,3,34,36.3,1.0,43,24,25,49,30,103,39,18,,,,,,100.0,4.50,465.p.3737
Moritz Seider,D,DET,20,192.75,Kiril’s KaprizHog,Eric,Kiril’s KaprizHog,Eric,3,29,53.6,1.0,46,7,25,32,39,102,74,104,,,,,,99.0,4.19,465.p.8284
Kyle Connor,LW,WPG,21,191.90,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,2,17,15.9,1.0,43,21,31,52,10,144,10,7,,,,,,100.0,4.46,465.p.6759
Wyatt Johnston,"C,RW",DAL,22,191.80,The Leon King,cam,The Leon King,cam,7,87,63.0,1.0,45,24,26,50,12,114,15,33,,,,,,98.0,4.26,465.p.8898
Adrian Kempe,RW,LA,23,191.00,Powerplay Papi,Cooper,Powerplay Papi,Cooper,4,49,49.9,1.0,44,15,20,35,40,123,88,29,,,,,,98.0,4.34,465.p.6395
Brad Marchand,"LW,RW",FLA,24,188.60,Sure Would,Johnathan,Sure Would,Johnathan,11,146,147.5,0.9,41,23,23,46,32,115,33,16,,,,,,92.0,4.60,465.p.4351
Cutter Gauthier,LW,ANA,25,188.40,Cooley as a Cucumber,Ryan,Cooley as a Cucumber,Ryan,12,159,169.7,0.3,45,20,20,40,16,167,32,12,,,,,,91.0,4.19,465.p.31759
Auston Matthews,C,TOR,26,187.30,Powerplay Papi,Cooper,Powerplay Papi,Cooper,1,8,8.8,1.0,38,21,14,35,14,151,22,59,,,,,,100.0,4.93,465.p.7109
Sam Reinhart,"C,RW",FLA,27,187.30,Powerplay Papi,Cooper,Powerplay Papi,Cooper,2,21,22.6,1.0,44,23,21,44,6,116,44,27,,,,,,100.0,4.26,465.p.6368
Morgan Geekie,"C,LW,RW",BOS,28,187.30,Geek Squad,Nick,Geek Squad,Nick,14,188,161.7,0.9,45,25,16,41,14,106,70,16,,,,,,90.0,4.16,465.p.7582
Mika Zibanejad,"C,RW",NYR,29,187.00,Pond Hockey Stars,PIERRE,Pond Hockey Stars,PIERRE,10,130,136.5,0.9,45,17,23,40,8,120,69,31,,,,,,86.0,4.16,465.p.5367
Dylan Larkin,C,DET,30,187.00,Cooley as a Cucumber,Ryan,Cooley as a Cucumber,Ryan,8,103,81.9,1.0,46,23,19,42,32,133,21,26,,,,,,97.0,4.07,465.p.6381
Jakob Chychrun,D,WSH,31,186.65,Eichel Power,Bruce,Eichel Power,Bruce,5,69,65.6,1.0,45,15,17,32,37,150,39,57,,,,,,99.0,4.15,465.p.7124
Will Cuylle,"LW,RW",NYR,32,184.55,Sure Would,Johnathan,Sure Would,Johnathan,9,118,140.5,0.9,46,10,13,23,31,90,160,52,,,,,,44.0,4.01,465.p.8699
Mark Scheifele,C,WPG,33,184.30,Cale of Two Cities,Jared,Cale of Two Cities,Jared,4,53,56.6,1.0,43,22,30,52,22,94,19,19,,,,,,98.0,4.29,465.p.5368
Alex Ovechkin,"LW,RW",WSH,34,182.00,Pond Hockey Stars,PIERRE,Pond Hockey Stars,PIERRE,3,39,42.7,1.0,45,19,19,38,12,121,80,9,,,,,,98.0,4.04,465.p.3637
Sam Bennett,C,FLA,35,180.90,Eichel Power,Bruce,Eichel Power,Bruce,8,100,124.8,1.0,44,16,17,33,42,111,89,21,,,,,,79.0,4.11,465.p.6370
Nick Suzuki,C,MTL,36,180.40,Bangers and Mash,conor,Bangers and Mash,conor,5,63,52.4,1.0,45,14,34,48,8,98,34,39,,,,,,99.0,4.01,465.p.7528
Dylan Guenther,"LW,RW",UTA,37,180.00,Kiril’s KaprizHog,Eric,Kiril’s KaprizHog,Eric,6,84,88.2,1.0,45,21,16,37,20,145,39,16,,,,,,93.0,4.00,465.p.8885
Dylan Cozens,C,OTT,38,179.40,Ross' Rink Rats,Ross,Ross' Rink Rats,Ross,10,136,166.3,0.7,44,12,19,31,36,101,125,15,,,,,,54.0,4.08,465.p.8285
Artemi Panarin,LW,NYR,39,179.10,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,3,40,27.3,1.0,45,16,33,49,14,139,7,8,,,,,,99.0,3.98,465.p.6728
Jack Eichel,C,VGK,40,177.30,Eichel Power,Bruce,Eichel Power,Bruce,2,16,15.7,1.0,36,14,32,46,2,132,21,24,,,,,,100.0,4.93,465.p.6744
Alex Tuch,"LW,RW",BUF,41,176.75,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,7,96,133.4,1.0,42,14,22,36,43,107,44,49,,,,,,89.0,4.21,465.p.6384
Juraj Slafkovský,"LW,RW",MTL,42,176.50,Powerplay Papi,Cooper,Powerplay Papi,Cooper,7,92,117.5,1.0,45,16,19,35,42,88,69,43,,,,,,88.0,3.92,465.p.9269
Cole Caufield,"LW,RW",MTL,43,176.20,Pond Hockey Stars,PIERRE,Pond Hockey Stars,PIERRE,5,67,55.2,1.0,45,21,21,42,8,128,33,12,,,,,,99.0,3.92,465.p.8293
Filip Forsberg,LW,NSH,44,176.20,Geek Squad,Nick,Geek Squad,Nick,2,20,27.0,1.0,44,16,15,31,20,129,89,15,,,,,,98.0,4.00,465.p.5691
Evan Bouchard,D,EDM,45,175.40,Ross' Rink Rats,Ross,Ross' Rink Rats,Ross,2,24,20.4,1.0,45,9,34,43,16,112,13,66,,,,,,100.0,3.90,465.p.7908
Jake Guentzel,"LW,RW",TB,46,175.25,The Leon King,cam,The Leon King,cam,2,26,30.7,1.0,43,19,26,45,17,110,18,27,,,,,,99.0,4.08,465.p.6057
MacKenzie Weegar,D,CGY,47,173.35,Sure Would,Johnathan,Sure Would,Johnathan,2,23,46.5,1.0,45,3,13,16,59,103,110,96,,,,,,91.0,3.85,465.p.6184
Andrei Svechnikov,"LW,RW",CAR,48,173.20,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,7,86,104.8,1.0,45,12,23,35,32,126,73,9,,,,,,77.0,3.85,465.p.7900
Connor Bedard,"C,RW",CHI,49,172.10,Cale of Two Cities,Jared,Cale of Two Cities,Jared,5,60,53.7,1.0,33,19,27,46,30,110,9,15,,,,,,99.0,5.22,465.p.30544
Matthew Knies,LW,TOR,50,171.05,The Leon King,cam,The Leon King,cam,6,82,83.4,1.0,41,12,26,38,17,86,95,16,,,,,,90.0,4.17,465.p.30227
Sebastian Aho,C,CAR,51,170.70,Pond Hockey Stars,PIERRE,Pond Hockey Stars,PIERRE,6,74,65.4,1.0,45,17,26,43,18,105,37,16,,,,,,95.0,3.79,465.p.6777
Brandon Hagel,"LW,RW",TB,52,170.30,Geek Squad,Nick,Geek Squad,Nick,4,48,56.0,1.0,38,21,18,39,26,111,30,21,,,,,,97.0,4.48,465.p.7264
Joel Eriksson Ek,C,MIN,53,168.00,DubJ,John,DubJ,John,6,71,119.2,1.0,45,11,21,32,20,133,68,19,,,,,,78.0,3.73,465.p.6762
Drake Batherson,"LW,RW",OTT,54,166.95,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,8,101,94.2,1.0,41,17,23,40,19,91,58,14,,,,,,89.0,4.07,465.p.7636
Lucas Raymond,RW,DET,55,166.50,Geek Squad,Nick,The Leon King,cam,8,110,81.1,1.0,44,14,34,48,10,94,21,20,,,,,,93.0,3.78,465.p.8644
Tomas Hertl,"C,LW",VGK,56,166.15,Eichel Power,Bruce,Eichel Power,Bruce,9,125,116.8,1.0,43,16,18,34,23,116,55,20,,,,,,88.0,3.86,465.p.5697
Travis Konecny,"LW,RW",PHI,57,165.85,Kiril’s KaprizHog,Eric,Kiril’s KaprizHog,Eric,5,57,86.6,1.0,42,14,24,38,25,97,54,23,,,,,,90.0,3.95,465.p.6766
Leo Carlsson,C,ANA,58,165.25,Ross' Rink Rats,Ross,Ross' Rink Rats,Ross,13,173,163.2,0.1,44,18,26,44,29,107,8,15,,,,,,79.0,3.76,465.p.30545
Emil Heineman,"LW,RW",NYI,59,165.20,Powerplay Papi,Cooper,,,,,,,45,13,7,20,12,94,148,31,,,,,,27.0,3.67,465.p.8683
Lane Hutson,D,MTL,60,164.80,Powerplay Papi,Cooper,Powerplay Papi,Cooper,5,64,49.5,1.0,45,8,36,44,8,75,20,72,,,,,,99.0,3.66,465.p.31751
Kirill Marchenko,RW,CBJ,61,164.50,Geek Squad,Nick,Geek Squad,Nick,10,132,87.6,1.0,40,16,19,35,18,127,34,24,,,,,,92.0,4.11,465.p.7947
Rasmus Andersson,D,CGY,62,164.20,DubJ,John,DubJ,John,10,127,170.7,0.4,45,9,19,28,48,107,25,86,,,,,,88.0,3.65,465.p.6795
John Tavares,C,TOR,63,163.80,Ross' Rink Rats,Ross,Ross' Rink Rats,Ross,4,52,78.4,1.0,44,16,24,40,20,110,39,8,,,,,,91.0,3.72,465.p.4681
Bo Horvat,C,NYI,64,161.80,Sure Would,Johnathan,Sure Would,Johnathan,10,135,165.1,0.6,36,21,12,33,32,122,26,19,,,,,,86.0,4.49,465.p.5988
Tyler Bertuzzi,"LW,RW",CHI,65,161.00,Ryan is Aho,Mitchell,,,,,169.0,0.0,42,23,13,36,32,99,33,13,,,,,,58.0,3.83,465.p.6038
Seth Jarvis,"C,LW,RW",CAR,66,160.30,Cooley as a Cucumber,Ryan,Cooley as a Cucumber,Ryan,6,75,62.7,1.0,37,20,12,32,6,120,53,14,,,,,,95.0,4.33,465.p.8653
Nick Schmaltz,"C,RW",UTA,67,160.20,Cooley as a Cucumber,Ryan,Cooley as a Cucumber,Ryan,18,243,178.2,0.2,45,16,24,40,12,113,11,29,,,,,,79.0,3.56,465.p.6386
Darnell Nurse,D,EDM,68,160.20,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,5,68,148.2,1.0,45,6,10,16,76,91,62,105,,,,,,61.0,3.56,465.p.5986
Blake Coleman,"C,LW,RW",CGY,69,159.85,DubJ,John,DubJ,John,13,182,182.3,0.1,44,13,8,21,29,105,110,29,,,,,,37.0,3.63,465.p.5441
Brock Nelson,C,COL,70,159.80,Pond Hockey Stars,PIERRE,Pond Hockey Stars,PIERRE,13,179,170.1,0.3,44,21,16,37,16,94,22,36,,,,,,77.0,3.63,465.p.4990
Clayton Keller,"LW,RW",UTA,71,159.30,Eichel Power,Bruce,Eichel Power,Bruce,3,41,39.7,1.0,45,13,28,41,14,126,8,18,,,,,,98.0,3.54,465.p.7115
Alex Laferriere,"LW,RW",LA,72,159.30,Kiril’s KaprizHog,Eric,Kiril’s KaprizHog,Eric,16,224,173.9,0.1,44,12,10,22,10,106,121,25,,,,,,31.0,3.62,465.p.30139
Timo Meier,"LW,RW",NJ,73,158.20,Kiril’s KaprizHog,Eric,Kiril’s KaprizHog,Eric,4,56,92.1,1.0,39,12,13,25,12,135,71,27,,,,,,81.0,4.06,465.p.6751
Nico Hischier,C,NJ,74,157.95,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,9,114,86.7,1.0,44,12,20,32,19,118,35,40,,,,,,89.0,3.59,465.p.7516
Noah Dobson,D,MTL,75,157.90,Sure Would,Johnathan,Sure Would,Johnathan,5,62,82.5,1.0,45,8,20,28,22,88,22,111,,,,,,97.0,3.51,465.p.7910
Miro Heiskanen,D,DAL,76,157.70,Bangers and Mash,conor,Bangers and Mash,conor,6,78,85.8,1.0,45,7,29,36,14,92,10,86,,,,,,98.0,3.50,465.p.7518
Yakov Trenin,"C,LW",MIN,77,157.15,Kiril’s KaprizHog,Eric,,,,,,,46,3,11,14,23,54,222,25,,,,,,18.0,3.42,465.p.6797
Nikita Zadorov,D,BOS,78,156.85,Sure Would,Johnathan,Sure Would,Johnathan,12,163,173.0,0.4,45,1,14,15,113,56,117,71,,,,,,43.0,3.49,465.p.5995
Bryan Rust,RW,PIT,79,156.00,Cooley as a Cucumber,Ryan,Cooley as a Cucumber,Ryan,10,131,151.5,0.9,40,16,20,36,16,104,12,44,,,,,,80.0,3.90,465.p.5053
Trevor Zegras,"C,LW,RW",PHI,80,155.00,Ross' Rink Rats,Ross,Ross' Rink Rats,Ross,17,229,169.2,0.1,43,17,24,41,32,93,15,12,,,,,,80.0,3.60,465.p.8287
Owen Tippett,"LW,RW",PHI,81,155.00,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,10,139,173.8,0.4,43,14,12,26,20,106,81,23,,,,,,31.0,3.60,465.p.7525
Matthew Schaefer,D,NYI,82,154.80,Powerplay Papi,Cooper,Powerplay Papi,Cooper,13,176,165.4,0.8,45,12,17,29,24,115,20,62,,,,,,95.0,3.44,465.p.33423
Jake Sanderson,D,OTT,83,154.20,Cooley as a Cucumber,Ryan,Cooley as a Cucumber,Ryan,4,47,60.4,1.0,44,8,25,33,4,95,18,85,,,,,,99.0,3.50,465.p.8645
Brock Faber,D,MIN,84,154.10,Sure Would,Johnathan,Bangers and Mash,conor,12,162,163.1,0.8,46,10,17,27,10,99,16,104,,,,,,87.0,3.35,465.p.30075
Mitch Marner,"C,LW,RW",VGK,85,153.80,Bangers and Mash,conor,Bangers and Mash,conor,2,22,19.6,1.0,43,10,36,46,12,80,15,27,,,,,,99.0,3.58,465.p.6746
Anton Lundell,C,FLA,86,153.70,Geek Squad,Nick,,,,,165.7,0.1,44,13,19,32,22,100,50,28,,,,,,44.0,3.49,465.p.8652
Dmitri Voronkov,LW,CBJ,87,153.25,Cooley as a Cucumber,Ryan,,,,,,,44,15,13,28,49,87,70,18,,,,,,30.0,3.48,465.p.8392
Kevin Fiala,LW,LA,88,152.90,Ross' Rink Rats,Ross,Ross' Rink Rats,Ross,9,117,95.8,1.0,44,16,15,31,26,126,28,17,,,,,,85.0,3.48,465.p.6377
Darren Raddysh,D,TB,89,152.85,The Leon King,cam,,,,,,,37,12,25,37,21,86,36,32,,,,,,85.0,4.13,465.p.6643
Artturi Lehkonen,"LW,RW",COL,90,152.10,Bangers and Mash,conor,Bangers and Mash,conor,17,231,163.2,0.8,44,15,19,34,6,110,33,26,,,,,,81.0,3.46,465.p.6035
Mathew Barzal,"C,RW",NYI,91,151.65,Cooley as a Cucumber,Ryan,Cooley as a Cucumber,Ryan,9,122,146.5,1.0,44,11,25,36,41,101,17,28,,,,,,75.0,3.45,465.p.6758
Eeli Tolvanen,"LW,RW",SEA,92,151.30,Ross' Rink Rats,Ross,Geek Squad,Nick,15,205,177.0,0.0,42,7,18,25,14,73,108,46,,,,,,24.0,3.60,465.p.7545
Mikhail Sergachev,D,UTA,93,151.30,The Leon King,cam,The Leon King,cam,5,59,83.4,1.0,45,6,25,31,26,95,22,75,,,,,,96.0,3.36,465.p.7117
Beckett Sennecke,RW,ANA,94,150.50,Eichel Power,Bruce,,,,,,,45,14,20,34,34,91,45,14,,,,,,32.0,3.34,465.p.32779
Jackson LaCombe,D,ANA,95,149.20,Cale of Two Cities,Jared,Cale of Two Cities,Jared,8,109,111.2,1.0,45,6,22,28,8,98,38,77,,,,,,90.0,3.32,465.p.30154
Josh Morrissey,D,WPG,96,149.00,Cooley as a Cucumber,Ryan,Cooley as a Cucumber,Ryan,3,38,45.8,1.0,43,7,27,34,16,74,22,79,,,,,,99.0,3.47,465.p.5992
Lawson Crouse,"LW,RW",UTA,97,148.90,DubJ,John,,,,,,,45,11,11,22,14,72,121,33,,,,,,29.0,3.31,465.p.6753
Quinn Hughes,D,MIN,98,148.80,Pond Hockey Stars,PIERRE,Pond Hockey Stars,PIERRE,1,11,12.4,1.0,40,3,36,39,12,111,5,46,,,,,,100.0,3.72,465.p.7905
Adam Fantilli,C,CBJ,99,148.65,Kiril’s KaprizHog,Eric,Kiril’s KaprizHog,Eric,10,140,158.5,0.9,44,12,15,27,17,117,50,29,,,,,,45.0,3.38,465.p.30546
Josh Manson,D,COL,100,148.50,Pond Hockey Stars,PIERRE,,,,,,,44,4,15,19,58,62,107,61,,,,,,39.0,3.38,465.p.5525
Nazem Kadri,C,CGY,101,147.30,DubJ,John,DubJ,John,7,98,144.3,1.0,45,8,24,32,18,131,28,18,,,,,,70.0,3.27,465.p.4687
Bobby McMann,LW,TOR,102,146.90,Cale of Two Cities,Jared,,,,,,,43,13,10,23,38,84,93,19,,,,,,14.0,3.42,465.p.9251
Vincent Trocheck,C,NYR,103,146.80,Sure Would,Johnathan,Sure Would,Johnathan,4,51,127.5,1.0,32,11,16,27,20,56,109,27,,,,,,61.0,4.59,465.p.5431
Rasmus Dahlin,D,BUF,104,146.55,Cooley as a Cucumber,Ryan,Cooley as a Cucumber,Ryan,2,19,25.7,1.0,39,4,25,29,39,105,31,51,,,,,,99.0,3.76,465.p.7899
Troy Terry,RW,ANA,105,146.40,DubJ,John,,,,,172.7,0.0,43,13,29,42,12,103,0,13,,,,,,61.0,3.40,465.p.6890
Jacob Trouba,D,ANA,106,145.95,Ryan is Aho,Mitchell,Ryan is Aho,Mitchell,10,129,155.6,0.1,45,7,11,18,15,85,85,78,,,,,,60.0,3.24,465.p.5689
Vasily Podkolzin,"LW,RW",EDM,107,145.45,,,,,,,,,45,10,9,19,25,65,138,25,,,,,,13.0,3.23,465.p.8288
Steven Stamkos,"C,LW,RW",NSH,108,145.10,Cale of Two Cities,Jared,The Leon King,cam,9,115,144.0,1.0,44,18,10,28,22,105,40,19,,,,,,75.0,3.30,465.p.4471
Igor Shesterkin,G,NYR,109,144.80,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,2,27,27.0,1.0,34,,,,,,,,17,864,0.913,82,1,99.0,4.26,465.p.6486
Justin Faulk,D,STL,110,144.80,Cale of Two Cities,Jared,Cale of Two Cities,Jared,15,200,172.5,0.1,46,11,10,21,28,85,40,87,,,,,,63.0,3.15,465.p.5010
Mark Kastelic,"C,RW",BOS,111,144.65,Ryan is Aho,Mitchell,,,,,,,45,6,7,13,97,60,121,40,,,,,,17.0,3.21,465.p.7832
Gabriel Vilardi,"C,RW",WPG,112,144.10,The Leon King,cam,The Leon King,cam,13,171,126.5,1.0,43,17,22,39,14,86,11,17,,,,,,76.0,3.35,465.p.7526
Roope Hintz,C,DAL,113,143.60,Bangers and Mash,conor,Bangers and Mash,conor,7,91,104.8,1.0,40,13,21,34,12,98,40,11,,,,,,91.0,3.59,465.p.6791
John Carlson,D,WSH,114,142.50,Pond Hockey Stars,PIERRE,Pond Hockey Stars,PIERRE,7,95,107.9,1.0,41,9,25,34,14,80,16,59,,,,,,93.0,3.48,465.p.4503
Josh Doan,"LW,RW",BUF,115,142.45,Pond Hockey Stars,PIERRE,,,,,,,43,14,16,30,21,103,41,14,,,,,,21.0,3.31,465.p.30109
Carter Verhaeghe,LW,FLA,116,141.90,Cale of Two Cities,Jared,Cale of Two Cities,Jared,11,144,123.2,1.0,43,13,18,31,18,98,45,13,,,,,,60.0,3.30,465.p.6062
Logan Thompson,G,WSH,117,140.80,The Leon King,cam,Geek Squad,Nick,13,177,69.0,1.0,32,,,,,,,,16,804,0.916,74,2,98.0,4.40,465.p.8155
Mason McTavish,C,ANA,118,140.80,Sure Would,Johnathan,Sure Would,Johnathan,15,202,164.8,0.4,45,11,17,28,36,92,47,23,,,,,,55.0,3.13,465.p.8879
Jesper Bratt,"LW,RW",NJ,119,140.20,Cale of Two Cities,Jared,Cale of Two Cities,Jared,3,32,39.9,1.0,44,9,24,33,8,103,41,14,,,,,,91.0,3.19,465.p.7267
William Eklund,"LW,RW",SJ,120,140.10,Pond Hockey Stars,PIERRE,The Leon King,cam,16,222,182.9,0.1,40,11,18,29,22,106,30,28,,,,,,42.0,3.50,465.p.8883
William Nylander,"C,RW",TOR,121,140.00,Eichel Power,Bruce,Eichel Power,Bruce,1,13,14.9,1.0,34,15,29,44,12,69,4,12,,,,,,99.0,4.12,465.p.6374
Tyler Toffoli,"LW,RW",SJ,122,140.00,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,11,142,169.3,0.7,44,13,18,31,4,107,31,22,,,,,,52.0,3.18,465.p.5020
Pavel Dorofeyev,"LW,RW",VGK,123,139.00,Kiril’s KaprizHog,Eric,Kiril’s KaprizHog,Eric,12,168,133.9,1.0,43,16,14,30,12,112,19,19,,,,,,76.0,3.23,465.p.8357
Evander Kane,LW,VAN,124,138.15,Sure Would,Johnathan,Sure Would,Johnathan,7,90,164.8,0.6,43,6,14,20,55,105,75,16,,,,,,20.0,3.21,465.p.4684
Ryan O'Reilly,C,NSH,125,137.40,Eichel Power,Bruce,,,,,,,44,13,24,37,8,77,9,35,,,,,,40.0,3.12,465.p.4786
Mattias Samuelsson,D,BUF,126,136.30,Powerplay Papi,Cooper,,,,,,,41,7,15,22,10,60,59,88,,,,,,43.0,3.32,465.p.7930
Ivan Barbashev,LW,VGK,127,135.90,The Leon King,cam,,,,,169.2,0.2,43,12,19,31,6,63,68,20,,,,,,30.0,3.16,465.p.6402
Aliaksei Protas,"LW,RW",WSH,128,135.90,Ross' Rink Rats,Ross,Ross' Rink Rats,Ross,18,248,159.8,0.8,42,16,15,31,14,90,20,26,,,,,,70.0,3.24,465.p.8369
Filip Hronek,D,VAN,129,135.60,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,12,167,170.3,0.7,44,3,23,26,12,63,71,60,,,,,,56.0,3.08,465.p.7161
Scott Wedgewood,G,COL,130,135.20,Ryan is Aho,Mitchell,,,,,162.4,0.6,28,,,,,,,,19,656,0.917,59,2,91.0,4.83,465.p.5057
Jack McBain,"C,LW",UTA,131,134.95,Kiril’s KaprizHog,Eric,Powerplay Papi,Cooper,15,204,175.4,0.1,45,4,7,11,39,60,155,33,,,,,,13.0,3.00,465.p.7961
Jordan Eberle,RW,SEA,132,134.90,Pond Hockey Stars,PIERRE,,,,,,,41,15,13,28,14,98,32,21,,,,,,26.0,3.29,465.p.4498
Anders Lee,LW,NYI,133,133.85,,,Sure Would,Johnathan,13,174,167.4,0.1,45,10,15,25,25,107,39,23,,,,,,17.0,2.97,465.p.5928
Nikolaj Ehlers,"LW,RW",CAR,134,132.30,DubJ,John,Powerplay Papi,Cooper,8,105,85.4,1.0,45,11,23,34,10,110,6,11,,,,,,83.0,2.94,465.p.6375
Adam Klapka,RW,CGY,135,132.10,,,,,,,,,44,4,5,9,74,43,161,25,,,,,,3.0,3.00,465.p.9258
J.T. Miller,"C,RW",NYR,136,132.00,Kiril’s KaprizHog,Eric,Kiril’s KaprizHog,Eric,2,28,34.8,1.0,37,11,13,24,12,84,79,12,,,,,,87.0,3.57,465.p.5376
Mark Stone,RW,VGK,137,131.95,Pond Hockey Stars,PIERRE,Pond Hockey Stars,PIERRE,14,186,155.3,0.9,27,15,23,38,7,65,14,19,,,,,,84.0,4.89,465.p.5152
Alexis Lafreniere,"LW,RW",NYR,138,131.90,Ryan is Aho,Mitchell,Cooley as a Cucumber,Ryan,14,187,177.7,0.3,46,9,15,24,10,89,62,30,,,,,,18.0,2.87,465.p.8641
Ben Chiarot,D,DET,139,131.30,,,,,,,,,46,4,5,9,42,50,98,99,,,,,,15.0,2.85,465.p.5263
Elias Pettersson,"C,LW",VAN,140,130.90,Dartmouth Mustard Tigers 🌭🐅,Cameron,Dartmouth Mustard Tigers 🌭🐅,Cameron,5,58,77.0,1.0,36,11,15,26,14,72,32,57,,,,,,83.0,3.64,465.p.7520
Sean Walker,D,CAR,141,130.50,Eichel Power,Bruce,,,,,,,45,4,8,12,26,103,67,70,,,,,,10.0,2.90,465.p.7751
Ross Colton,"C,LW",COL,142,130.45,,,Powerplay Papi,Cooper,14,189,,,44,5,15,20,9,95,94,19,,,,,,6.0,2.96,465.p.7224
Erik Karlsson,D,PIT,143,130.30,Cooley as a Cucumber,Ryan,Cooley as a Cucumber,Ryan,7,94,126.5,1.0,43,4,29,33,14,93,9,40,,,,,,89.0,3.03,465.p.4491
Pavel Zacha,"C,LW",BOS,144,130.20,Eichel Power,Bruce,,,,,,,44,13,18,31,24,67,40,16,,,,,,32.0,2.96,465.p.6748
